mes_inicio,provincia_origen,provincia_destino,viajes,viajeros,edicion
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Negro,2,4,previaje 2
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Salta,13,40,previaje 2
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Juan,3,7,previaje 2
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,4,16,previaje 2
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Fe,6,15,previaje 2
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santiago del Estero,1,1,previaje 2
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",32,102,previaje 2
2022-07,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,11,23,previaje 2
2022-07,Tucumán,Buenos Aires,26,55,previaje 2
2022-07,Tucumán,Chaco,1,1,previaje 2
2022-07,Tucumán,Chubut,4,14,previaje 2
2022-07,Tucumán,Ciudad Autónoma de Buenos Aires,83,246,previaje 2
2022-07,Tucumán,Córdoba,8,29,previaje 2
2022-07,Tucumán,Corrientes,1,3,previaje 2
2022-07,Tucumán,Entre Ríos,1,3,previaje 2
2022-07,Tucumán,Jujuy,7,23,previaje 2
2022-07,Tucumán,Mendoza,6,20,previaje 2
2022-07,Tucumán,Misiones,29,119,previaje 2
2022-07,Tucumán,Neuquén,25,108,previaje 2
2022-07,Tucumán,Río Negro,253,1017,previaje 2
2022-07,Tucumán,Salta,11,37,previaje 2
2022-07,Tucumán,Santa Cruz,15,34,previaje 2
2022-07,Tucumán,Santiago del Estero,2,6,previaje 2
2022-07,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",35,115,previaje 2
2022-07,Tucumán,Tucumán,9,26,previaje 2
2022-08,Buenos Aires,Buenos Aires,64,201,previaje 2
2022-08,Buenos Aires,Catamarca,18,50,previaje 2
2022-08,Buenos Aires,Chaco,1,2,previaje 2
2022-08,Buenos Aires,Chubut,178,511,previaje 2
2022-08,Buenos Aires,Ciudad Autónoma de Buenos Aires,50,134,previaje 2
2022-08,Buenos Aires,Córdoba,556,2285,previaje 2
2022-08,Buenos Aires,Corrientes,13,29,previaje 2
2022-08,Buenos Aires,Entre Ríos,20,159,previaje 2
2022-08,Buenos Aires,Jujuy,126,303,previaje 2
2022-08,Buenos Aires,La Pampa,1,1,previaje 2
2022-08,Buenos Aires,La Rioja,12,33,previaje 2
2022-08,Buenos Aires,Mendoza,231,720,previaje 2
2022-08,Buenos Aires,Misiones,328,1040,previaje 2
2022-08,Buenos Aires,Neuquén,882,3126,previaje 2
2022-08,Buenos Aires,Río Negro,4300,21839,previaje 2
2022-08,Buenos Aires,Salta,276,665,previaje 2
2022-08,Buenos Aires,San Juan,17,42,previaje 2
2022-08,Buenos Aires,San Luis,4,10,previaje 2
2022-08,Buenos Aires,Santa Cruz,176,488,previaje 2
2022-08,Buenos Aires,Santa Fe,14,193,previaje 2
2022-08,Buenos Aires,Santiago del Estero,46,110,previaje 2
2022-08,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1454,4764,previaje 2
2022-08,Buenos Aires,Tucumán,51,135,previaje 2
2022-08,Catamarca,Ciudad Autónoma de Buenos Aires,3,13,previaje 2
2022-08,Catamarca,Santa Cruz,3,6,previaje 2
2022-08,Catamarca,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,25,previaje 2
2022-08,Chaco,Buenos Aires,4,12,previaje 2
2022-08,Chaco,Chaco,1,1,previaje 2
2022-08,Chaco,Ciudad Autónoma de Buenos Aires,8,22,previaje 2
2022-08,Chaco,Córdoba,284,902,previaje 2
2022-08,Chaco,Corrientes,2,2,previaje 2
2022-08,Chaco,Entre Ríos,2,8,previaje 2
2022-08,Chaco,Mendoza,8,12,previaje 2
2022-08,Chaco,Neuquén,4,6,previaje 2
2022-08,Chaco,Río Negro,216,1533,previaje 2
2022-08,Chaco,Salta,1,2,previaje 2
2022-08,Chaco,San Luis,1,2,previaje 2
2022-08,Chaco,Santa Cruz,2,3,previaje 2
2022-08,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",32,77,previaje 2
2022-08,Chubut,Buenos Aires,8,24,previaje 2
2022-08,Chubut,Chubut,13,41,previaje 2
2022-08,Chubut,Ciudad Autónoma de Buenos Aires,42,78,previaje 2
2022-08,Chubut,Córdoba,2,2,previaje 2
2022-08,Chubut,Entre Ríos,1,2,previaje 2
2022-08,Chubut,Jujuy,1,2,previaje 2
2022-08,Chubut,Mendoza,1,3,previaje 2
2022-08,Chubut,Misiones,10,33,previaje 2
2022-08,Chubut,Neuquén,3,6,previaje 2
2022-08,Chubut,Río Negro,11,36,previaje 2
2022-08,Chubut,Santa Cruz,3,6,previaje 2
2022-08,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,36,previaje 2
2022-08,Chubut,Tucumán,3,7,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Buenos Aires,111,690,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Catamarca,8,16,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Chubut,386,1803,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,51,119,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Córdoba,57,138,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Corrientes,7,12,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Entre Ríos,11,51,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Formosa,4,5,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Jujuy,106,234,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,La Pampa,3,8,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,La Rioja,15,27,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Mendoza,142,385,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Misiones,233,637,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Neuquén,649,1945,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Río Negro,2751,10011,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Salta,187,447,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,San Juan,19,52,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,San Luis,2,4,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Santa Cruz,153,373,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Santiago del Estero,38,93,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1469,4332,previaje 2
2022-08,Ciudad Autónoma de Buenos Aires,Tucumán,52,113,previaje 2
2022-08,Córdoba,Buenos Aires,12,30,previaje 2
2022-08,Córdoba,Chaco,1,1,previaje 2
2022-08,Córdoba,Chubut,17,37,previaje 2
2022-08,Córdoba,Ciudad Autónoma de Buenos Aires,41,89,previaje 2
2022-08,Córdoba,Córdoba,27,91,previaje 2
2022-08,Córdoba,Corrientes,1,1,previaje 2
2022-08,Córdoba,Jujuy,37,181,previaje 2
2022-08,Córdoba,La Rioja,1,2,previaje 2
2022-08,Córdoba,Mendoza,16,48,previaje 2
2022-08,Córdoba,Misiones,53,183,previaje 2
2022-08,Córdoba,Neuquén,128,791,previaje 2
2022-08,Córdoba,Río Negro,209,607,previaje 2
2022-08,Córdoba,Salta,47,161,previaje 2
2022-08,Córdoba,Santa Cruz,70,208,previaje 2
2022-08,Córdoba,Santiago del Estero,3,7,previaje 2
2022-08,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",251,768,previaje 2
2022-08,Córdoba,Tucumán,2,4,previaje 2
2022-08,Corrientes,Buenos Aires,3,13,previaje 2
2022-08,Corrientes,Chubut,2,4,previaje 2
2022-08,Corrientes,Ciudad Autónoma de Buenos Aires,13,28,previaje 2
2022-08,Corrientes,Córdoba,2,5,previaje 2
2022-08,Corrientes,Corrientes,1,6,previaje 2
2022-08,Corrientes,Mendoza,17,159,previaje 2
2022-08,Corrientes,Neuquén,3,12,previaje 2
2022-08,Corrientes,Río Negro,85,288,previaje 2
2022-08,Corrientes,Salta,2,2,previaje 2
2022-08,Corrientes,Santa Cruz,3,11,previaje 2
2022-08,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,20,previaje 2
2022-08,Entre Ríos,Buenos Aires,1,2,previaje 2
2022-08,Entre Ríos,Chubut,13,47,previaje 2
2022-08,Entre Ríos,Ciudad Autónoma de Buenos Aires,2,3,previaje 2
2022-08,Entre Ríos,Entre Ríos,1,2,previaje 2
2022-08,Entre Ríos,Jujuy,14,20,previaje 2
2022-08,Entre Ríos,Mendoza,3,8,previaje 2
2022-08,Entre Ríos,Misiones,2,8,previaje 2
2022-08,Entre Ríos,Neuquén,11,39,previaje 2
2022-08,Entre Ríos,Río Negro,170,534,previaje 2
2022-08,Entre Ríos,Salta,41,145,previaje 2
2022-08,Entre Ríos,Santa Cruz,8,11,previaje 2
2022-08,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",24,73,previaje 2
2022-08,Entre Ríos,Tucumán,2,4,previaje 2
2022-08,Formosa,Chubut,1,3,previaje 2
2022-08,Formosa,Ciudad Autónoma de Buenos Aires,4,6,previaje 2
2022-08,Formosa,Córdoba,1,2,previaje 2
2022-08,Formosa,Río Negro,6,24,previaje 2
2022-08,Jujuy,Buenos Aires,7,13,previaje 2
2022-08,Jujuy,Chubut,2,5,previaje 2
2022-08,Jujuy,Ciudad Autónoma de Buenos Aires,9,15,previaje 2
2022-08,Jujuy,Córdoba,1,1,previaje 2
2022-08,Jujuy,Jujuy,3,6,previaje 2
2022-08,Jujuy,Río Negro,5,16,previaje 2
2022-08,Jujuy,Salta,2,6,previaje 2
2022-08,Jujuy,Santa Cruz,1,2,previaje 2
2022-08,Jujuy,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,13,previaje 2
2022-08,La Pampa,Buenos Aires,12,88,previaje 2
2022-08,La Pampa,Ciudad Autónoma de Buenos Aires,1,2,previaje 2
2022-08,La Pampa,Jujuy,1,2,previaje 2
2022-08,La Pampa,La Pampa,1,1,previaje 2
2022-08,La Pampa,Misiones,3,17,previaje 2
2022-08,La Pampa,Neuquén,9,25,previaje 2
2022-08,La Pampa,Río Negro,26,77,previaje 2
2022-08,La Pampa,Salta,2,4,previaje 2
2022-08,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2,4,previaje 2
2022-08,La Rioja,Buenos Aires,1,4,previaje 2
2022-08,La Rioja,Chubut,1,2,previaje 2
2022-08,La Rioja,Ciudad Autónoma de Buenos Aires,2,4,previaje 2
2022-08,La Rioja,La Rioja,1,3,previaje 2
2022-08,La Rioja,Salta,3,8,previaje 2
2022-08,La Rioja,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,13,previaje 2
2022-08,Mendoza,Buenos Aires,15,28,previaje 2
2022-08,Mendoza,Chubut,2,5,previaje 2
2022-08,Mendoza,Ciudad Autónoma de Buenos Aires,32,70,previaje 2
2022-08,Mendoza,Córdoba,2,6,previaje 2
2022-08,Mendoza,Jujuy,4,11,previaje 2
2022-08,Mendoza,Mendoza,3,7,previaje 2
2022-08,Mendoza,Misiones,20,60,previaje 2
2022-08,Mendoza,Neuquén,26,104,previaje 2
2022-08,Mendoza,Río Negro,40,132,previaje 2
2022-08,Mendoza,Salta,17,34,previaje 2
2022-08,Mendoza,Santa Cruz,9,23,previaje 2
2022-08,Mendoza,Santa Fe,2,2,previaje 2
2022-08,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,23,previaje 2
2022-08,Misiones,Buenos Aires,4,12,previaje 2
2022-08,Misiones,Chubut,1,2,previaje 2
2022-08,Misiones,Ciudad Autónoma de Buenos Aires,9,27,previaje 2
2022-08,Misiones,Córdoba,3,14,previaje 2
2022-08,Misiones,Mendoza,5,31,previaje 2
2022-08,Misiones,Misiones,2,11,previaje 2
2022-08,Misiones,Neuquén,8,18,previaje 2
2022-08,Misiones,Río Negro,62,228,previaje 2
2022-08,Misiones,Salta,1,2,previaje 2
2022-08,Misiones,Santa Cruz,14,34,previaje 2
2022-08,Misiones,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",16,29,previaje 2
2022-08,Neuquén,Buenos Aires,10,34,previaje 2
2022-08,Neuquén,Ciudad Autónoma de Buenos Aires,27,63,previaje 2
2022-08,Neuquén,Formosa,3,6,previaje 2
2022-08,Neuquén,Jujuy,4,10,previaje 2
2022-08,Neuquén,Mendoza,2,3,previaje 2
2022-08,Neuquén,Misiones,16,49,previaje 2
2022-08,Neuquén,Neuquén,84,261,previaje 2
2022-08,Neuquén,Río Negro,12,36,previaje 2
2022-08,Neuquén,Salta,22,50,previaje 2
2022-08,Neuquén,Santiago del Estero,7,42,previaje 2
2022-08,Neuquén,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",13,20,previaje 2
2022-08,Neuquén,Tucumán,4,12,previaje 2
2022-08,Río Negro,Buenos Aires,19,34,previaje 2
2022-08,Río Negro,Chubut,1,5,previaje 2
2022-08,Río Negro,Ciudad Autónoma de Buenos Aires,32,62,previaje 2
2022-08,Río Negro,Córdoba,1,4,previaje 2
2022-08,Río Negro,Jujuy,3,6,previaje 2
2022-08,Río Negro,Misiones,9,29,previaje 2
2022-08,Río Negro,Neuquén,52,170,previaje 2
2022-08,Río Negro,Río Negro,27,110,previaje 2
2022-08,Río Negro,Salta,26,56,previaje 2
2022-08,Río Negro,Santa Fe,2,3,previaje 2
2022-08,Río Negro,Santiago del Estero,2,2,previaje 2
2022-08,Río Negro,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2,3,previaje 2
2022-08,Salta,Buenos Aires,12,23,previaje 2
2022-08,Salta,Ciudad Autónoma de Buenos Aires,26,47,previaje 2
2022-08,Salta,Córdoba,2,8,previaje 2
2022-08,Salta,Jujuy,1,2,previaje 2
2022-08,Salta,Mendoza,18,56,previaje 2
2022-08,Salta,Misiones,2,3,previaje 2
2022-08,Salta,Neuquén,60,194,previaje 2
2022-08,Salta,Río Negro,45,315,previaje 2
2022-08,Salta,Salta,7,24,previaje 2
2022-08,Salta,Santa Cruz,10,19,previaje 2
2022-08,Salta,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",21,55,previaje 2
2022-08,San Juan,Buenos Aires,2,4,previaje 2
2022-08,San Juan,Ciudad Autónoma de Buenos Aires,4,9,previaje 2
2022-08,San Juan,Mendoza,1,2,previaje 2
2022-08,San Juan,Misiones,4,11,previaje 2
2022-08,San Juan,Río Negro,50,220,previaje 2
2022-08,San Juan,San Juan,2,5,previaje 2
2022-08,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,6,previaje 2
2022-08,San Luis,Buenos Aires,3,9,previaje 2
2022-08,San Luis,Ciudad Autónoma de Buenos Aires,5,9,previaje 2
2022-08,San Luis,Misiones,1,9,previaje 2
2022-08,San Luis,Río Negro,4,11,previaje 2
2022-08,San Luis,Salta,1,2,previaje 2
2022-08,San Luis,Santa Cruz,1,2,previaje 2
2022-08,San Luis,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,5,previaje 2
2022-08,Santa Cruz,Buenos Aires,7,13,previaje 2
2022-08,Santa Cruz,Ciudad Autónoma de Buenos Aires,18,37,previaje 2
2022-08,Santa Cruz,Córdoba,1,1,previaje 2
2022-08,Santa Cruz,Corrientes,1,2,previaje 2
2022-08,Santa Cruz,Jujuy,1,1,previaje 2
2022-08,Santa Cruz,Mendoza,8,14,previaje 2
2022-08,Santa Cruz,Misiones,1,5,previaje 2
2022-08,Santa Cruz,Río Negro,3,5,previaje 2
2022-08,Santa Cruz,Salta,1,1,previaje 2
2022-08,Santa Cruz,Santa Cruz,1,2,previaje 2
2022-08,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",6,18,previaje 2
2022-08,Santa Cruz,Tucumán,1,1,previaje 2
2022-08,Santa Fe,Buenos Aires,63,332,previaje 2
2022-08,Santa Fe,Catamarca,1,1,previaje 2
2022-08,Santa Fe,Chubut,17,60,previaje 2
2022-08,Santa Fe,Ciudad Autónoma de Buenos Aires,16,32,previaje 2
2022-08,Santa Fe,Córdoba,42,134,previaje 2
2022-08,Santa Fe,Corrientes,1,2,previaje 2
2022-08,Santa Fe,Entre Ríos,13,315,previaje 2
2022-08,Santa Fe,Jujuy,15,34,previaje 2
2022-08,Santa Fe,Mendoza,198,691,previaje 2
2022-08,Santa Fe,Misiones,109,501,previaje 2
2022-08,Santa Fe,Neuquén,189,623,previaje 2
2022-08,Santa Fe,Río Negro,462,2603,previaje 2
2022-08,Santa Fe,Salta,94,220,previaje 2
2022-08,Santa Fe,San Juan,1,5,previaje 2
2022-08,Santa Fe,San Luis,1,4,previaje 2
2022-08,Santa Fe,Santa Cruz,33,97,previaje 2
2022-08,Santa Fe,Santa Fe,4,7,previaje 2
2022-08,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",240,891,previaje 2
2022-08,Santiago del Estero,Buenos Aires,2,4,previaje 2
2022-08,Santiago del Estero,Ciudad Autónoma de Buenos Aires,6,10,previaje 2
2022-08,Santiago del Estero,Río Negro,2,6,previaje 2
2022-08,Santiago del Estero,Salta,1,1,previaje 2
2022-08,Santiago del Estero,Santa Cruz,1,2,previaje 2
2022-08,Santiago del Estero,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2,6,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Buenos Aires,15,29,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Chaco,1,1,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ciudad Autónoma de Buenos Aires,41,77,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Córdoba,9,15,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Jujuy,1,4,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Mendoza,1,3,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Misiones,3,10,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Río Negro,1,1,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Salta,2,6,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",San Juan,2,4,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Santa Cruz,3,7,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur","Tierra del Fuego, Antártida e Islas del Atlántico Sur",20,54,previaje 2
2022-08,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tucumán,1,1,previaje 2
2022-08,Tucumán,Buenos Aires,10,30,previaje 2
2022-08,Tucumán,Chubut,5,14,previaje 2
2022-08,Tucumán,Ciudad Autónoma de Buenos Aires,68,138,previaje 2
2022-08,Tucumán,Córdoba,6,13,previaje 2
2022-08,Tucumán,Jujuy,5,14,previaje 2
2022-08,Tucumán,Mendoza,5,25,previaje 2
2022-08,Tucumán,Misiones,6,16,previaje 2
2022-08,Tucumán,Neuquén,31,124,previaje 2
2022-08,Tucumán,Río Negro,271,2732,previaje 2
2022-08,Tucumán,Salta,7,18,previaje 2
2022-08,Tucumán,Santa Cruz,6,15,previaje 2
2022-08,Tucumán,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",36,132,previaje 2
2022-08,Tucumán,Tucumán,6,20,previaje 2
2022-09,Buenos Aires,Buenos Aires,264,1370,previaje 2
2022-09,Buenos Aires,Catamarca,19,42,previaje 2
2022-09,Buenos Aires,Chaco,2,2,previaje 2
2022-09,Buenos Aires,Chubut,504,1647,previaje 2
2022-09,Buenos Aires,Ciudad Autónoma de Buenos Aires,20,48,previaje 2
2022-09,Buenos Aires,Córdoba,1361,10387,previaje 2
2022-09,Buenos Aires,Corrientes,18,61,previaje 2
2022-09,Buenos Aires,Entre Ríos,56,449,previaje 2
2022-09,Buenos Aires,Jujuy,124,322,previaje 2
2022-09,Buenos Aires,La Rioja,26,63,previaje 2
2022-09,Buenos Aires,Mendoza,370,1537,previaje 2
2022-09,Buenos Aires,Misiones,461,1534,previaje 2
2022-09,Buenos Aires,Neuquén,443,1777,previaje 2
2022-09,Buenos Aires,Río Negro,1496,7649,previaje 2
2022-09,Buenos Aires,Salta,369,972,previaje 2
2022-09,Buenos Aires,San Juan,23,55,previaje 2
2022-09,Buenos Aires,San Luis,8,19,previaje 2
2022-09,Buenos Aires,Santa Cruz,563,1610,previaje 2
2022-09,Buenos Aires,Santa Fe,34,227,previaje 2
2022-09,Buenos Aires,Santiago del Estero,120,472,previaje 2
2022-09,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1183,3957,previaje 2
2022-09,Buenos Aires,Tucumán,50,121,previaje 2
2022-09,Catamarca,Buenos Aires,4,6,previaje 2
2022-09,Catamarca,Catamarca,3,9,previaje 2
2022-09,Catamarca,Ciudad Autónoma de Buenos Aires,5,14,previaje 2
2022-09,Catamarca,Córdoba,4,8,previaje 2
2022-09,Catamarca,La Rioja,1,4,previaje 2
2022-09,Catamarca,Río Negro,7,16,previaje 2
2022-09,Catamarca,San Juan,1,4,previaje 2
2022-09,Catamarca,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,3,previaje 2
2022-09,Chaco,Buenos Aires,5,14,previaje 2
2022-09,Chaco,Chaco,1,1,previaje 2
2022-09,Chaco,Chubut,10,18,previaje 2
2022-09,Chaco,Ciudad Autónoma de Buenos Aires,18,48,previaje 2
2022-09,Chaco,Córdoba,124,728,previaje 2
2022-09,Chaco,Corrientes,1,2,previaje 2
2022-09,Chaco,Mendoza,2,6,previaje 2
2022-09,Chaco,Neuquén,3,9,previaje 2
2022-09,Chaco,Río Negro,72,270,previaje 2
2022-09,Chaco,Santa Cruz,17,45,previaje 2
2022-09,Chaco,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",13,31,previaje 2
2022-09,Chubut,Buenos Aires,6,15,previaje 2
2022-09,Chubut,Chubut,13,34,previaje 2
2022-09,Chubut,Ciudad Autónoma de Buenos Aires,45,113,previaje 2
2022-09,Chubut,Córdoba,1,1,previaje 2
2022-09,Chubut,Entre Ríos,2,5,previaje 2
2022-09,Chubut,Jujuy,1,2,previaje 2
2022-09,Chubut,Mendoza,1,2,previaje 2
2022-09,Chubut,Misiones,19,34,previaje 2
2022-09,Chubut,Neuquén,2,8,previaje 2
2022-09,Chubut,Río Negro,2,37,previaje 2
2022-09,Chubut,Salta,9,19,previaje 2
2022-09,Chubut,Santa Cruz,2,37,previaje 2
2022-09,Chubut,Santa Fe,5,11,previaje 2
2022-09,Chubut,Santiago del Estero,3,6,previaje 2
2022-09,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,43,previaje 2
2022-09,Chubut,Tucumán,3,6,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Buenos Aires,83,740,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Catamarca,15,53,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Chaco,3,3,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Chubut,793,3583,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,38,89,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Córdoba,111,651,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Corrientes,16,39,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Entre Ríos,36,177,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Formosa,1,2,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Jujuy,129,323,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,La Rioja,10,26,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Mendoza,222,593,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Misiones,297,867,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Neuquén,232,779,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Río Negro,1003,4022,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Salta,302,774,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,San Juan,19,50,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,San Luis,3,5,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Santa Cruz,385,1075,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Santa Fe,5,42,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Santiago del Estero,22,45,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",896,2677,previaje 2
2022-09,Ciudad Autónoma de Buenos Aires,Tucumán,49,125,previaje 2
2022-09,Córdoba,Buenos Aires,34,70,previaje 2
2022-09,Córdoba,Chaco,1,2,previaje 2
2022-09,Córdoba,Chubut,134,483,previaje 2
2022-09,Córdoba,Ciudad Autónoma de Buenos Aires,72,156,previaje 2
2022-09,Córdoba,Córdoba,27,90,previaje 2
2022-09,Córdoba,Corrientes,2,4,previaje 2
2022-09,Córdoba,Entre Ríos,2,5,previaje 2
2022-09,Córdoba,Jujuy,13,27,previaje 2
2022-09,Córdoba,La Rioja,1,1,previaje 2
2022-09,Córdoba,Mendoza,6,11,previaje 2
2022-09,Córdoba,Misiones,96,296,previaje 2
2022-09,Córdoba,Neuquén,17,45,previaje 2
2022-09,Córdoba,Río Negro,146,474,previaje 2
2022-09,Córdoba,Salta,21,37,previaje 2
2022-09,Córdoba,San Luis,1,2,previaje 2
2022-09,Córdoba,Santa Cruz,216,600,previaje 2
2022-09,Córdoba,Santiago del Estero,1,2,previaje 2
2022-09,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",209,696,previaje 2
2022-09,Córdoba,Tucumán,4,5,previaje 2
2022-09,Corrientes,Buenos Aires,5,12,previaje 2
2022-09,Corrientes,Chubut,5,9,previaje 2
2022-09,Corrientes,Ciudad Autónoma de Buenos Aires,11,24,previaje 2
2022-09,Corrientes,Córdoba,17,33,previaje 2
2022-09,Corrientes,Misiones,2,4,previaje 2
2022-09,Corrientes,Río Negro,101,2162,previaje 2
2022-09,Corrientes,Santa Cruz,4,15,previaje 2
2022-09,Corrientes,Santa Fe,7,62,previaje 2
2022-09,Corrientes,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",13,32,previaje 2
2022-09,Entre Ríos,Buenos Aires,1,2,previaje 2
2022-09,Entre Ríos,Catamarca,1,2,previaje 2
2022-09,Entre Ríos,Chubut,32,129,previaje 2
2022-09,Entre Ríos,Ciudad Autónoma de Buenos Aires,3,6,previaje 2
2022-09,Entre Ríos,Córdoba,16,172,previaje 2
2022-09,Entre Ríos,Corrientes,25,37,previaje 2
2022-09,Entre Ríos,Jujuy,3,10,previaje 2
2022-09,Entre Ríos,La Rioja,3,8,previaje 2
2022-09,Entre Ríos,Mendoza,56,79,previaje 2
2022-09,Entre Ríos,Misiones,30,57,previaje 2
2022-09,Entre Ríos,Neuquén,4,13,previaje 2
2022-09,Entre Ríos,Río Negro,66,353,previaje 2
2022-09,Entre Ríos,Salta,11,19,previaje 2
2022-09,Entre Ríos,San Luis,4,9,previaje 2
2022-09,Entre Ríos,Santa Cruz,19,51,previaje 2
